Year,Month,EFPG_code,Metroregion_code,price_per_gram
2016,1,10075,19820,0.0022018393940045344
2016,1,10075,26420,0.0022016563167078177
2016,1,10075,31080,0.002767309805556042
2016,1,10075,33100,0.002482760322502973
2016,1,10075,35620,0.002995860010485517
2016,1,10075,37980,0.0026129350654859255
2016,1,15000,0,0.0045672183202947695
2016,1,15000,1,0.005181916188568877
2016,1,15000,2,0.0043987618931863644
2016,1,15000,3,0.004610492667466005
2016,1,15000,4,0.004216698169515272
2016,1,15000,12060,0.004997749710236857
2016,1,15000,14460,0.005581125190764062
2016,1,15000,16980,0.004625015906707658
2016,1,15000,19100,0.0036393008213301474
2016,1,15000,19820,0.004330309318587055
2016,1,15000,26420,0.003075388256054293
2016,1,15000,31080,0.004090855060344097
2016,1,15000,33100,0.005059660596311692
2016,1,15000,35620,0.005323801818062037
2016,1,15000,37980,0.004795618369862182
2016,1,15025,0,0.0030141555816948612
2016,1,15025,1,0.0028371755806515845
2016,1,15025,2,0.0033144183352205284
2016,1,15025,3,0.002993120503189072
2016,1,15025,4,0.0030447778829709783
2016,1,15025,12060,0.0031504148621416357
2016,1,15025,14460,0.0029875084257482308
2016,1,15025,16980,0.0031789271007878154
2016,1,15025,19100,0.0031211026946033897
2016,1,15025,19820,0.0025339142866037277
2016,1,15025,26420,0.0026088373102400573
2016,1,15025,31080,0.003063510012451679
2016,1,15025,33100,0.0025192939367307677
2016,1,15025,35620,0.0026175405837355324
2016,1,15025,37980,0.0030616455067921907
2016,1,15050,0,0.0027438569880180153
2016,1,15050,1,0.004036346078822795
2016,1,15050,2,0.003535498880582467
2016,1,15050,3,0.002374279748373479
2016,1,15050,4,0.00459944579036616
2016,1,15050,12060,0.0023992204367643765
2016,1,15050,14460,0.004496349049600382
2016,1,15050,16980,0.0033632811226417783
2016,1,15050,19100,0.0029857456355393713
2016,1,15050,19820,0.0028713456198625788
2016,1,15050,26420,0.0028491756769320406
2016,1,15050,31080,0.003923603109137569
2016,1,15050,33100,0.00217346503685659
2016,1,15050,35620,0.0043251239770648745
2016,1,15050,37980,0.0036436153946449628
2016,1,15075,0,0.0029463622159253836
2016,1,15075,1,0.0032735299300952073
2016,1,15075,2,0.003107974601276264
2016,1,15075,3,0.0028197040542964295
2016,1,15075,4,0.0028473400640370195
2016,1,15075,12060,0.002988316878209945
2016,1,15075,14460,0.003432421588610022
2016,1,15075,16980,0.003279591341322153
2016,1,15075,19100,0.002800875041715988
2016,1,15075,19820,0.0028529324366566495
2016,1,15075,26420,0.0023953343290757053
2016,1,15075,31080,0.0030327652963362426
2016,1,15075,33100,0.0028448428595377225
2016,1,15075,35620,0.0031581714828659035
2016,1,15075,37980,0.003206424081574132
2016,1,20000,0,0.001458823100150312
2016,1,20000,1,0.0014959960714856296
2016,1,20000,2,0.0012959102994914737
2016,1,20000,3,0.0016172110551686666
2016,1,20000,4,0.0013199453725597668
2016,1,20000,12060,0.0018936871432701171
2016,1,20000,14460,0.00161151019129837
2016,1,20000,16980,0.0015831359895191863
2016,1,20000,19100,0.0014687880531738912
2016,1,20000,19820,0.0011588868347706608
2016,1,20000,26420,0.0014568284136088155
2016,1,20000,31080,0.0015550094516210249
2016,1,20000,33100,0.0016952890681879746
2016,1,20000,35620,0.0014375751813442007
2016,1,20000,37980,0.0014052049143840595
2016,1,20075,0,0.001993521629636432
2016,1,20075,1,0.0019197385357277972
2016,1,20075,2,0.002021598600999398
2016,1,20075,3,0.0019703459436181325
2016,1,20075,4,0.002342194995872157
2016,1,20075,12060,0.0019313181480601137
2016,1,20075,14460,0.0017381264856855356
2016,1,20075,16980,0.0022292046506125394
2016,1,20075,19100,0.0021145953042403442
2016,1,20075,19820,0.001871043654833063
2016,1,20075,26420,0.0020978630937294545
2016,1,20075,31080,0.002280004383876207
2016,1,20075,33100,0.0018218698715938555
2016,1,20075,35620,0.0018663494019500325
2016,1,20075,37980,0.001818412004671892
2016,1,21500,0,0.002245406028411682
2016,1,21500,1,0.0020438826126129017
2016,1,21500,2,0.0028160082386561283
2016,1,21500,3,0.0020023671641966325
2016,1,21500,4,0.0031262260038782117
2016,1,21500,12060,0.002544363999976649
2016,1,21500,14460,0.0016640673799194039
2016,1,21500,16980,0.0030792970337889295
2016,1,21500,19100,0.0022529060404057446
2016,1,21500,19820,0.002489769887795494
2016,1,21500,26420,0.0021082532470024116
2016,1,21500,31080,0.0033059018038106565
2016,1,21500,33100,0.0013103673982282204
2016,1,21500,35620,0.00231547568958131
2016,1,21500,37980,0.0026448197705328104
2016,1,21525,0,0.008180378742078689
2016,1,21525,1,0.007360414255887766
2016,1,21525,2,0.008333709590435969
2016,1,21525,3,0.008511083504286214
2016,1,21525,4,0.008165989136177039
2016,1,21525,12060,0.010456985002449175
2016,1,21525,14460,0.008942492806241886
2016,1,21525,16980,0.006405995815665814
2016,1,21525,19100,0.008539620446178696
2016,1,21525,19820,0.008137413552916981
2016,1,21525,26420,0.009496953981333161
2016,1,21525,31080,0.005728291628959589
2016,1,21525,33100,0.0073204455386250596
2016,1,21525,35620,0.005373042240016775
2016,1,21525,37980,0.008218478283673223
2016,1,21550,0,0.003648167887246746
2016,1,21550,1,0.003989135730250841
2016,1,21550,2,0.0035108540972573423
2016,1,21550,3,0.0034700153723515505
2016,1,21550,4,0.0038549437786442645
2016,1,21550,12060,0.003583262953810547
2016,1,21550,14460,0.003859782702877282
2016,1,21550,16980,0.0033724409269531527
2016,1,21550,19100,0.003354705554735791
2016,1,21550,19820,0.0034191662528660757
2016,1,21550,26420,0.003242622650761299
2016,1,21550,31080,0.003974301902480137
2016,1,21550,33100,0.0035796612558927567
2016,1,21550,35620,0.004175993712746951
2016,1,21550,37980,0.003888714988072881
2016,1,21575,0,0.0020207803138724456
2016,1,21575,1,0.0021252372899571662
2016,1,21575,2,0.001959564321846003
2016,1,21575,3,0.0021414811054613495
2016,1,21575,4,0.0017718556001662016
2016,1,21575,12060,0.0022887506966255545
2016,1,21575,14460,0.0024830155073137516
2016,1,21575,16980,0.00232385040985418
2016,1,21575,19100,0.001957507653931019
2016,1,21575,19820,0.0015330829801805707
2016,1,21575,26420,0.0019153117768984102
2016,1,21575,31080,0.0018195691344120692
2016,1,21575,33100,0.001998021633052957
2016,1,21575,35620,0.0020238895245726094
2016,1,21575,37980,0.001948702461339336
2016,1,23000,0,0.00523727228855648
2016,1,23000,1,0.006314883388830414
2016,1,23000,2,0.005618237519579652
2016,1,23000,3,0.00477780528173245
2016,1,23000,4,0.005129814511177432
2016,1,23000,12060,0.005744866762333696
2016,1,23000,14460,0.0060647648360191144
2016,1,23000,16980,0.0057760656168335586
2016,1,23000,19100,0.004230943771916056
2016,1,23000,19820,0.00580512182564414
2016,1,23000,26420,0.003748724436644466
2016,1,23000,31080,0.004982011692956002
2016,1,23000,33100,0.005151353019301033
2016,1,23000,35620,0.006452222261443544
2016,1,23000,37980,0.006444238230738235
2016,1,23075,0,0.0024860456814706894
2016,1,23075,1,0.0022199699562238362
2016,1,23075,2,0.0024937051271279706
2016,1,23075,3,0.0025267272151285876
2016,1,23075,4,0.002761507509454966
2016,1,23075,12060,0.0025112359217881355
2016,1,23075,14460,0.0024446924029409662
2016,1,23075,16980,0.0025824458514486534
2016,1,23075,19100,0.00273804791952176
2016,1,23075,19820,0.002386604635028784
2016,1,23075,26420,0.002723364831565353
2016,1,23075,31080,0.003172399095146423
2016,1,23075,33100,0.00244821486223794
2016,1,23075,35620,0.0021906483581375868
2016,1,23075,37980,0.0020837674312193287
2016,1,24500,0,0.0028407552364073936
2016,1,24500,1,0.003103291102175318
2016,1,24500,2,0.002811121847998438
2016,1,24500,3,0.00261604163110789
2016,1,24500,4,0.0029743798104208377
2016,1,24500,12060,0.0029037227830614994
2016,1,24500,14460,0.0030291414876784375
2016,1,24500,16980,0.002747458712999313
2016,1,24500,19100,0.002774321947651944
2016,1,24500,19820,0.002667299038358774
2016,1,24500,26420,0.002719861192647881
2016,1,24500,31080,0.0031012318254711947
2016,1,24500,33100,0.0026711713327243697
2016,1,24500,35620,0.0030565468441058536
2016,1,24500,37980,0.003233430825318592
2016,1,24525,0,0.0036578374898591426
2016,1,24525,1,0.003574761330473743
2016,1,24525,2,0.003535274421068815
2016,1,24525,3,0.003770321868497671
2016,1,24525,4,0.0036547566566569184
2016,1,24525,12060,0.004086430850734708
2016,1,24525,14460,0.0037863791256529263
2016,1,24525,16980,0.003524754696678595
2016,1,24525,19100,0.0036966771675082375
2016,1,24525,19820,0.003319850111228827
2016,1,24525,26420,0.0033935049801321173
2016,1,24525,31080,0.003686523938137393
2016,1,24525,33100,0.003840749465492005
2016,1,24525,35620,0.003833366615555434
2016,1,24525,37980,0.0035157233115182566
2016,1,24550,0,0.004252336469437525
2016,1,24550,1,0.004158502960395232
2016,1,24550,2,0.003907988441403884
2016,1,24550,3,0.004244605451116149
2016,1,24550,4,0.00503678458374455
2016,1,24550,12060,0.004134166939049581
2016,1,24550,14460,0.0041201470189357655
2016,1,24550,16980,0.0037260639732673863
2016,1,24550,19100,0.00436849681846203
2016,1,24550,19820,0.003072109650359844
2016,1,24550,26420,0.00416625096117894
2016,1,24550,31080,0.004904082594740488
2016,1,24550,33100,0.004560158870476906
2016,1,24550,35620,0.004398526886923959
2016,1,24550,37980,0.00376014381964763
2016,1,24575,0,0.0027749731206449745
2016,1,24575,1,0.0028479371340850794
2016,1,24575,2,0.002658641931693879
2016,1,24575,3,0.0026246789313622604
2016,1,24575,4,0.00333653822469195
2016,1,24575,12060,0.002618496275599604
2016,1,24575,14460,0.003158081327039757
2016,1,24575,16980,0.0029123605933941135
2016,1,24575,19100,0.002657320492632137
2016,1,24575,19820,0.0025037116530184926
2016,1,24575,26420,0.0025552526581697045
2016,1,24575,31080,0.0032270609491073543
2016,1,24575,33100,0.002818848388002145
2016,1,24575,35620,0.0029678980548268922
2016,1,24575,37980,0.00254377338916748
2016,1,26000,0,0.004248606461938498
2016,1,26000,1,0.005795867042331296
2016,1,26000,2,0.004148639399175626
2016,1,26000,3,0.003962034390243436
2016,1,26000,4,0.004038382696981489
2016,1,26000,12060,0.004121570691133441
2016,1,26000,14460,0.005447744174384535
2016,1,26000,16980,0.004666547521239404
2016,1,26000,19100,0.0036948816349059504
2016,1,26000,19820,0.00441308751366543
2016,1,26000,26420,0.0036859793119199155
2016,1,26000,31080,0.004104283478148303
2016,1,26000,33100,0.004335273401965823
2016,1,26000,35620,0.006307502076439257
2016,1,26000,37980,0.005660959134439738
2016,1,26525,0,0.00925860401943423
2016,1,26525,1,0.010233529538645637
2016,1,26525,2,0.009256716383128962
2016,1,26525,3,0.0087067142522187
2016,1,26525,4,0.00912414361330638
2016,1,26525,12060,0.009376070750947346
2016,1,26525,14460,0.00910468610238429
2016,1,26525,16980,0.009925306174788985
2016,1,26525,19100,0.008730090913285233
2016,1,26525,19820,0.007501329946936765
2016,1,26525,26420,0.008732584090845184
2016,1,26525,31080,0.00871427994664601
2016,1,26525,33100,0.009381626285235764
2016,1,26525,35620,0.01166879568043928
2016,1,26525,37980,0.009964739262576183
2016,1,26550,0,0.00432046698766364
2016,1,26550,1,0.004516769797339516
2016,1,26550,2,0.004225582482801369
2016,1,26550,3,0.004168804708166865
2016,1,26550,4,0.00453163772110043
2016,1,26550,12060,0.00427588167168545
2016,1,26550,14460,0.0042874155816273515
2016,1,26550,16980,0.004306939376402787
2016,1,26550,19100,0.004209873803163083
2016,1,26550,19820,0.004165812484436526
2016,1,26550,26420,0.00398982019232792
2016,1,26550,31080,0.004491140497206249
2016,1,26550,33100,0.004692477258121703
2016,1,26550,35620,0.004687871126134878
2016,1,26550,37980,0.004328797269492747
2016,1,26575,0,0.0023302440210969996
2016,1,26575,1,0.0024613905234227374
2016,1,26575,2,0.0024905034111370643
2016,1,26575,3,0.0022578732055362704
2016,1,26575,4,0.002551667728139856
2016,1,26575,12060,0.0022256524049774564
2016,1,26575,14460,0.002374380455734962
2016,1,26575,16980,0.0023642727233832237
2016,1,26575,19100,0.002320788097515859
2016,1,26575,19820,0.002241529048445071
2016,1,26575,26420,0.002410477317928773
2016,1,26575,31080,0.0023971359118500294
2016,1,26575,33100,0.0023829467914350893
2016,1,26575,35620,0.0026346973182489234
2016,1,26575,37980,0.002341522478319065
2016,1,27500,0,0.0031973956099863587
2016,1,27500,1,0.003568118980465821
2016,1,27500,2,0.0033141394447624077
2016,1,27500,3,0.0031831900010358383
2016,1,27500,4,0.0029216204236687964
2016,1,27500,12060,0.00346976334245681
2016,1,27500,14460,0.0035834772033782017
2016,1,27500,16980,0.003143916940888671
2016,1,27500,19100,0.0027739456968891253
2016,1,27500,19820,0.00291286838970292
2016,1,27500,26420,0.0026491144930837866
2016,1,27500,31080,0.0030593396104604802
2016,1,27500,33100,0.0038633325703308777
2016,1,27500,35620,0.00357609166723462
2016,1,27500,37980,0.0034817858545669682
2016,1,27550,0,0.0053626497711971
2016,1,27550,1,0.006080734324788481
2016,1,27550,2,0.005849112582549491
2016,1,27550,3,0.004941797251217077
2016,1,27550,4,0.005440231633562935
2016,1,27550,12060,0.004695269382881782
2016,1,27550,14460,0.006215667422965687
2016,1,27550,16980,0.005574040200794077
2016,1,27550,19100,0.004792107420177849
2016,1,27550,19820,0.004946250993904166
2016,1,27550,26420,0.004962187243052763
2016,1,27550,31080,0.005069332489915186
2016,1,27550,33100,0.005971849141617484
2016,1,27550,35620,0.006270695360637254
2016,1,27550,37980,0.0057562863188348
2016,1,27575,0,0.0022521041150385256
2016,1,27575,1,0.0022000219003956785
2016,1,27575,2,0.002305462205026892
2016,1,27575,3,0.0022449699845151667
2016,1,27575,4,0.002265927558479381
2016,1,27575,12060,0.0022875047503811705
2016,1,27575,14460,0.0023114813405506317
2016,1,27575,16980,0.002369532001306307
2016,1,27575,19100,0.0021633775014265203
2016,1,27575,19820,0.0022177419110634942
2016,1,27575,26420,0.0021375948299519436
2016,1,27575,31080,0.0022640918479572554
2016,1,27575,33100,0.0025132323865214774
2016,1,27575,35620,0.0021950177808440874
2016,1,27575,37980,0.002164456592514702
2016,1,29000,0,0.0034611952764579037
2016,1,29000,1,0.004046637319457247
2016,1,29000,2,0.003364160671977753
2016,1,29000,3,0.0032174158573967204
2016,1,29000,4,0.0035561418961022515
2016,1,29000,12060,0.0035512914189654615
2016,1,29000,14460,0.004122016925939949
2016,1,29000,16980,0.003674341964576058
2016,1,29000,19100,0.003141155608400465
2016,1,29000,19820,0.0030972118475366553
2016,1,29000,26420,0.0030071974334668623
2016,1,29000,31080,0.0035062988393248246
2016,1,29000,33100,0.0038147186622370156
2016,1,29000,35620,0.004151277052755239
2016,1,29000,37980,0.0040043014420747996
2016,1,29025,0,0.006858786828136152
2016,1,29025,1,0.007484894134358458
2016,1,29025,2,0.006457980579954496
2016,1,29025,3,0.006642622508562735
2016,1,29025,4,0.007060774220495825
2016,1,29025,12060,0.006924520421812367
2016,1,29025,14460,0.007682056651340541
2016,1,29025,16980,0.0068427498277424375
2016,1,29025,19100,0.0070012269025213686
2016,1,29025,19820,0.0054017869247178305
2016,1,29025,26420,0.006666653802144007
2016,1,29025,31080,0.006925649114234048
2016,1,29025,33100,0.006669038993893595
2016,1,29025,35620,0.0074949255322131125
2016,1,29025,37980,0.007413375584296375
2016,1,29050,0,0.004273708773787823
2016,1,29050,1,0.004488615866113969
2016,1,29050,2,0.004133831473032711
2016,1,29050,3,0.004169347585771324
2016,1,29050,4,0.004423709561114255
2016,1,29050,12060,0.004018385598813725
2016,1,29050,14460,0.004186614861175499
2016,1,29050,16980,0.004140230739562071
2016,1,29050,19100,0.004094616323806477
2016,1,29050,19820,0.004019001279065933
2016,1,29050,26420,0.0037580690742101525
2016,1,29050,31080,0.004265488105135385
2016,1,29050,33100,0.00440913169442276
2016,1,29050,35620,0.004597029753005654
2016,1,29050,37980,0.0044053731388845555
2016,1,29075,0,0.0039045469161043452
2016,1,29075,1,0.004382671584638515
2016,1,29075,2,0.0036831661400853594
2016,1,29075,3,0.003575819684718362
2016,1,29075,4,0.0045365620380172665
2016,1,29075,12060,0.0038044698292544663
2016,1,29075,14460,0.005135220710367712
2016,1,29075,16980,0.004223162893475611
2016,1,29075,19100,0.003528373068517741
2016,1,29075,19820,0.002951636422706736
2016,1,29075,26420,0.003326889468602398
2016,1,29075,31080,0.004826160503088463
2016,1,29075,33100,0.0038657607098264487
2016,1,29075,35620,0.004759939841095025
2016,1,29075,37980,0.004093436072139531
2016,1,30000,0,0.003094565088691761
2016,1,30000,1,0.0033038125244781082
2016,1,30000,2,0.0030426247738098468
2016,1,30000,3,0.0029992790563162105
2016,1,30000,4,0.003129321840483665
2016,1,30000,12060,0.003256033352817193
2016,1,30000,14460,0.003369693265824796
2016,1,30000,16980,0.0030240504488374623
2016,1,30000,19100,0.0028871536341320402
2016,1,30000,19820,0.0028746529385790132
2016,1,30000,26420,0.0026965957149197276
2016,1,30000,31080,0.003239324378379133
2016,1,30000,33100,0.003102570575699357
2016,1,30000,35620,0.0034118466928249984
2016,1,30000,37980,0.0034320409001555824
2016,1,30025,0,0.008530667569964363
2016,1,30025,1,0.008631738045277476
2016,1,30025,2,0.008925252578633573
2016,1,30025,3,0.00801883237295376
2016,1,30025,4,0.009123375541249368
2016,1,30025,12060,0.007904594554223134
2016,1,30025,14460,0.007560701904330124
2016,1,30025,16980,0.008671847690122025
2016,1,30025,19100,0.009115526293533582
2016,1,30025,19820,0.008785078264109882
2016,1,30025,26420,0.009095901501870571
2016,1,30025,31080,0.00897062068954621
2016,1,30025,33100,0.006455238620893228
2016,1,30025,35620,0.010158157546914416
2016,1,30025,37980,0.009901907422865681
2016,1,30050,0,0.0076613493689003985
2016,1,30050,1,0.007836624413245582
2016,1,30050,2,0.0072684252915124325
2016,1,30050,3,0.0076005362801501945
2016,1,30050,4,0.008002173758442858
2016,1,30050,12060,0.007619749221433263
2016,1,30050,14460,0.007546073722097637
2016,1,30050,16980,0.006939795794870782
2016,1,30050,19100,0.007348507941857953
2016,1,30050,19820,0.006155864373986618
2016,1,30050,26420,0.00761615405880513
2016,1,30050,31080,0.007725173311282036
2016,1,30050,33100,0.007477037099184025
2016,1,30050,35620,0.008194823547602526
2016,1,30050,37980,0.007810906619684913
2016,1,30075,0,0.00396394470701565
2016,1,30075,1,0.004014497660344848
2016,1,30075,2,0.00384488946845688
2016,1,30075,3,0.003967115631404522
2016,1,30075,4,0.004062175450733385
2016,1,30075,12060,0.003914089251084315
2016,1,30075,14460,0.004058696313412947
2016,1,30075,16980,0.004083230895441513
2016,1,30075,19100,0.004064421150989756
2016,1,30075,19820,0.0037829671788252653
2016,1,30075,26420,0.003823034711111714
2016,1,30075,31080,0.004211778168109093
2016,1,30075,33100,0.004300415261596816
2016,1,30075,35620,0.004206505603480888
2016,1,30075,37980,0.003931457387354472
2016,1,30090,0,0.01168161945016964
2016,1,30090,1,0.012357952793526424
2016,1,30090,2,0.010860692602429195
2016,1,30090,3,0.011101014857529751
2016,1,30090,4,0.0127149793828088
2016,1,30090,12060,0.01121305563912529
2016,1,30090,14460,0.012691381890298219
2016,1,30090,16980,0.010737517809314171
2016,1,30090,19100,0.01168169474320585
2016,1,30090,19820,0.0086216966606445
2016,1,30090,26420,0.011950092212030297
2016,1,30090,31080,0.012048450347303601
2016,1,30090,33100,0.01107833534010172
2016,1,30090,35620,0.012578047353896732
2016,1,30090,37980,0.012210065810654556
2016,1,35000,0,0.002020288659830041
2016,1,35000,1,0.0019915288006116497
2016,1,35000,2,0.0019910349565759743
2016,1,35000,3,0.0020312856247272837
2016,1,35000,4,0.002057482419161073
2016,1,35000,12060,0.0020159115807248692
2016,1,35000,14460,0.002019230456022098
2016,1,35000,16980,0.002126891308033986
2016,1,35000,19100,0.0020539505239950927
2016,1,35000,19820,0.001915860771379711
2016,1,35000,26420,0.0020394723981743044
2016,1,35000,31080,0.0020700599083889677
2016,1,35000,33100,0.002168283737588638
2016,1,35000,35620,0.0020145416925757107
2016,1,35000,37980,0.0019011672943088447
2016,1,35050,0,0.0013626987380350951
2016,1,35050,1,0.0016244452737426722
2016,1,35050,2,0.001310168534247288
2016,1,35050,3,0.0013272597507455297
2016,1,35050,4,0.0013533781958115958
2016,1,35050,12060,0.0011985764533462668
2016,1,35050,14460,0.0015063773178083677
2016,1,35050,16980,0.0013621432252950139
2016,1,35050,19100,0.0013248657177171532
2016,1,35050,19820,0.0012727865225254727
2016,1,35050,26420,0.0011380001618010777
2016,1,35050,31080,0.0014395960833126801
2016,1,35050,33100,0.0014177282365290778
2016,1,35050,35620,0.0017725533359791038
2016,1,35050,37980,0.0014408630948787324
2016,1,35075,0,0.001955864035042415
2016,1,35075,1,0.0019267449698894938
2016,1,35075,2,0.0018461504052937434
2016,1,35075,3,0.001988765207273912
2016,1,35075,4,0.0020414296935843193
2016,1,35075,12060,0.0020369811581450754
2016,1,35075,14460,0.001934585704989961
2016,1,35075,16980,0.001786502847611456
2016,1,35075,19100,0.0019754777130894336
2016,1,35075,19820,0.0018747746314152036
2016,1,35075,26420,0.0019382846010604438
2016,1,35075,31080,0.0020542172425436073
2016,1,35075,33100,0.0020924142062397314
2016,1,35075,35620,0.0019501821282736805
2016,1,35075,37980,0.001879536956777253
2016,1,40000,0,0.0011270254252248718
2016,1,40000,1,0.0012791108272154981
2016,1,40000,2,0.0009630707424887373
2016,1,40000,3,0.0011505438972306535
2016,1,40000,4,0.0010823289027502973
2016,1,40000,12060,0.0011214726329137773
2016,1,40000,14460,0.0012330771372609747
2016,1,40000,16980,0.0010323518583973223
2016,1,40000,19100,0.0010279652214624793
2016,1,40000,19820,0.0007743055736425685
2016,1,40000,26420,0.0010302060566601398
2016,1,40000,31080,0.0012119618547115436
2016,1,40000,33100,0.0012847668119619362
2016,1,40000,35620,0.001402987633561164
2016,1,40000,37980,0.0012728344517455156
2016,1,40030,0,0.005251337439803595
2016,1,40030,1,0.00559852609759928
2016,1,40030,2,0.005141011606072381
2016,1,40030,3,0.005072540525653111
2016,1,40030,4,0.005372633710592589
2016,1,40030,12060,0.004959081668213733
2016,1,40030,14460,0.005250763070531165
2016,1,40030,16980,0.0051501883541674376
2016,1,40030,19100,0.005319364477189019
2016,1,40030,19820,0.004715669344887709
2016,1,40030,26420,0.005471404683817754
2016,1,40030,31080,0.005756425940443259
2016,1,40030,33100,0.005222485773349219
2016,1,40030,35620,0.006428887264824776
2016,1,40030,37980,0.005559264418388519
2016,1,40060,0,0.006274307920768588
2016,1,40060,1,0.006426458362815208
2016,1,40060,2,0.0068712163684132585
2016,1,40060,3,0.006372647788352677
2016,1,40060,4,0.0059395185867827955
2016,1,40060,12060,0.006303455808646974
2016,1,40060,14460,0.006128136889607066
2016,1,40060,16980,0.007288611974165761
2016,1,40060,19100,0.006612125021174557
2016,1,40060,19820,0.00660052997803369
2016,1,40060,26420,0.006343492079001331
2016,1,40060,31080,0.006006514661110703
2016,1,40060,33100,0.006196487506324176
2016,1,40060,35620,0.006857695165265689
2016,1,40060,37980,0.0065468684065272155
2016,1,43000,0,0.0010383900949861
2016,1,43000,1,0.0011866553956216463
2016,1,43000,2,0.0008742744611301035
2016,1,43000,3,0.0010987837960583881
2016,1,43000,4,0.001036798414883197
2016,1,43000,12060,0.0010771003717382562
2016,1,43000,14460,0.0011427817714350056
2016,1,43000,16980,0.0008858087272300917
2016,1,43000,19100,0.0010132408592608887
2016,1,43000,19820,0.0007377619118519969
2016,1,43000,26420,0.0009933536656567628
2016,1,43000,31080,0.001154165199814242
2016,1,43000,33100,0.0012873050960777218
2016,1,43000,35620,0.0014081692236596493
2016,1,43000,37980,0.0011874317609752245
2016,1,43030,0,0.0034402551783892774
2016,1,43030,1,0.003424810967898052
2016,1,43030,2,0.0035397748080426964
2016,1,43030,3,0.0034786179524382474
2016,1,43030,4,0.0033487268742873693
2016,1,43030,12060,0.003226370902714727
2016,1,43030,14460,0.0032828448922475424
2016,1,43030,16980,0.0036565463135094034
2016,1,43030,19100,0.0036220609825171283
2016,1,43030,19820,0.0029910637874084097
2016,1,43030,26420,0.0035217615425360603
2016,1,43030,31080,0.0037044867325860685
2016,1,43030,33100,0.003446942684312219
2016,1,43030,35620,0.0036991909690475256
2016,1,43030,37980,0.003392238842114816
2016,1,43060,0,0.004954711649444516
2016,1,43060,1,0.005347920935765189
2016,1,43060,2,0.004714675454653165
2016,1,43060,3,0.004900054496321139
2016,1,43060,4,0.004863564204710938
2016,1,43060,12060,0.0050744128509750295
2016,1,43060,14460,0.005405284969743232
2016,1,43060,16980,0.004987758451286035
2016,1,43060,19100,0.004968730314711251
2016,1,43060,19820,0.00444657057551081
2016,1,43060,26420,0.0048732684101030314
2016,1,43060,31080,0.005086944686598907
2016,1,43060,33100,0.0048855764259245335
2016,1,43060,35620,0.005669548852739143
2016,1,43060,37980,0.0052407972423798585
2016,1,46000,0,0.011075563681039022
2016,1,46000,1,0.01202505894862874
2016,1,46000,2,0.01006145656200256
2016,1,46000,3,0.011351515873887642
2016,1,46000,4,0.010947387299457826
2016,1,46000,12060,0.011820754562927345
2016,1,46000,14460,0.012003882462492604
2016,1,46000,16980,0.010869258833042558
2016,1,46000,19100,0.011030497444792108
2016,1,46000,19820,0.010118176934187094
2016,1,46000,26420,0.011318338359360495
2016,1,46000,31080,0.011696890756560031
2016,1,46000,33100,0.012947562553377078
2016,1,46000,35620,0.012687682887687722
2016,1,46000,37980,0.012029074714777092
2016,1,46050,0,0.010271464689389708
2016,1,46050,1,0.011752934431668307
2016,1,46050,2,0.009422168158532158
2016,1,46050,3,0.009831364075324955
2016,1,46050,4,0.010709094945231874
